"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Jams",42007,"Foodstuffs",4,69154256,1995
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Other Processed Fruits and Nuts",42008,"Foodstuffs",4,455111088,1995
"Preparations of vegetables, fruit, nuts or other plant parts",420,"Fruit Juice",42009,"Foodstuffs",4,701087295,1995
"Miscellaneous edible preparations",421,"Coffee and Tea Extracts",42101,"Foodstuffs",4,239400962,1995
"Miscellaneous edible preparations",421,"Yeast",42102,"Foodstuffs",4,70764034,1995
"Miscellaneous edible preparations",421,"Sauces and Seasonings",42103,"Foodstuffs",4,203039456,1995
"Miscellaneous edible preparations",421,"Soups and Broths",42104,"Foodstuffs",4,63202191,1995
"Miscellaneous edible preparations",421,"Ice Cream",42105,"Foodstuffs",4,2203274,1995
"Miscellaneous edible preparations",421,"Other Edible Preparations",42106,"Foodstuffs",4,341314693,1995
"Beverages, spirits, & vinegar",422,"Water",42201,"Foodstuffs",4,182807723,1995
"Beverages, spirits, & vinegar",422,"Flavored Water",42202,"Foodstuffs",4,177886156,1995
"Beverages, spirits, & vinegar",422,"Beer",42203,"Foodstuffs",4,1239311599,1995
"Beverages, spirits, & vinegar",422,"Wine",42204,"Foodstuffs",4,1161124816,1995
"Beverages, spirits, & vinegar",422,"Vermouth",42205,"Foodstuffs",4,22028251,1995
"Beverages, spirits, & vinegar",422,"Other Fermented Beverages",42206,"Foodstuffs",4,19374158,1995
"Beverages, spirits, & vinegar",422,"Alcohol > 80% ABV",42207,"Foodstuffs",4,194491568,1995
"Beverages, spirits, & vinegar",422,"Hard Liquor",42208,"Foodstuffs",4,1871911998,1995
"Beverages, spirits, & vinegar",422,"Vinegar",42209,"Foodstuffs",4,31988109,1995
"Food residues & wastes; animal fodder",423,"Animal Meal and Pellets",42301,"Foodstuffs",4,42855041,1995
"Food residues & wastes; animal fodder",423,"Bran",42302,"Foodstuffs",4,29940419,1995
"Food residues & wastes; animal fodder",423,"Starch Residue",42303,"Foodstuffs",4,25081254,1995
"Food residues & wastes; animal fodder",423,"Soybean Meal",42304,"Foodstuffs",4,10372086,1995
"Food residues & wastes; animal fodder",423,"Ground Nut Meal",42305,"Foodstuffs",4,1659,1995
"Food residues & wastes; animal fodder",423,"Other Vegetable Residues",42306,"Foodstuffs",4,112545058.99999999,1995
"Food residues & wastes; animal fodder",423,"Wine Lees",42307,"Foodstuffs",4,76034,1995
"Food residues & wastes; animal fodder",423,"Other Vegetable Residues and Waste",42308,"Foodstuffs",4,10724913,1995
"Food residues & wastes; animal fodder",423,"Animal Food",42309,"Foodstuffs",4,321229338,1995
"Tobacco & substitutes",424,"Raw Tobacco",42401,"Foodstuffs",4,535021473,1995
"Tobacco & substitutes",424,"Rolled Tobacco",42402,"Foodstuffs",4,165063633,1995
"Tobacco & substitutes",424,"Processed Tobacco",42403,"Foodstuffs",4,85792310,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Salt",52501,"Mineral Products",5,122613414,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Iron Pyrites",52502,"Mineral Products",5,263394,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Sulphur",52503,"Mineral Products",5,125737826,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Graphite",52504,"Mineral Products",5,34882732,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Sand",52505,"Mineral Products",5,9833358,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Quartz",52506,"Mineral Products",5,3365449,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Kaolin",52507,"Mineral Products",5,4115580,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Clays",52508,"Mineral Products",5,14856690,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Chalk",52509,"Mineral Products",5,813098,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Calcium Phosphates",52510,"Mineral Products",5,48526106.99999999,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Barium Sulphate",52511,"Mineral Products",5,46178981,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Siliceous Fossil Meals",52512,"Mineral Products",5,915325,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Pumice",52513,"Mineral Products",5,12703790,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Slate",52514,"Mineral Products",5,4638114,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Marble, Travertine and Alabaster",52515,"Mineral Products",5,11008805,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Granite",52516,"Mineral Products",5,23253070,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Gravel and Crushed Stone",52517,"Mineral Products",5,63867895,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Dolomite",52518,"Mineral Products",5,10054314,1995
